Tiempo [h];Tiempo [s];Dato;Altura de Vela [cm];Altura Vela [mm];Ancho de Vela [mm];Seccion de la Vela [mm^2];Altura de llama [cm];Altura de llama [mm];Temperatura
4,058;14610;2922;5,274183318;52,74183318;20,4277409;128,3512815;3,808;38,076;80,63
4,06;14615;2923;5,272074067;52,72074067;20,42909128;128,3597662;4,611;46,109;83,29
4,061;14620;2924;5,269965659;52,69965659;20,43044112;128,3682475;4,132;41,321;81,33
4,063;14625;2925;5,267858094;52,67858094;20,43179042;128,3767254;3,738;37,381;83,26
4,064;14630;2926;5,265751372;52,65751372;20,43313919;128,3851999;4,596;45,961;81,69
4,065;14635;2927;5,263645493;52,63645493;20,43448741;128,3936711;4,267;42,672;83,05
4,067;14640;2928;5,261540456;52,61540456;20,43583509;128,4021388;3,774;37,745;80,82
4,068;14645;2929;5,25943626;52,5943626;20,43718224;128,4106032;3,75;37,501;82,58
4,069;14650;2930;5,257332907;52,57332907;20,43852884;128,4190641;3,611;36,112;81,01
4,071;14655;2931;5,255230394;52,55230394;20,43987491;128,4275217;3,78;37,804;81,74
4,072;14660;2932;5,253128722;52,53128722;20,44122044;128,4359759;3,927;39,266;80,92
4,074;14665;2933;5,251027891;52,51027891;20,44256543;128,4444268;3,874;38,737;80,54
4,075;14670;2934;5,2489279;52,489279;20,44390989;128,4528742;3,761;37,608;83,48
4,076;14675;2935;5,246828748;52,46828748;20,4452538;128,4613183;4,429;44,291;81,74
4,078;14680;2936;5,244730437;52,44730437;20,44659718;128,469759;4,025;40,249;81,98
4,079;14685;2937;5,242632964;52,42632964;20,44794002;128,4781963;4,312;43,122;81,41
4,081;14690;2938;5,24053633;52,4053633;20,44928232;128,4866302;4,33;43,303;83,9
4,082;14695;2939;5,238440535;52,38440535;20,45062409;128,4950608;3,558;35,576;82,33
4,083;14700;2940;5,236345578;52,36345578;20,45196532;128,503488;3,71;37,1;81,01
4,085;14705;2941;5,234251458;52,34251458;20,45330602;128,5119118;3,611;36,111;81,2
4,086;14710;2942;5,232158176;52,32158176;20,45464617;128,5203323;4,162;41,618;82,91
4,088;14715;2943;5,230065732;52,30065732;20,4559858;128,5287494;3,873;38,732;81,25
4,089;14720;2944;5,227974124;52,27974124;20,45732488;128,5371631;4,411;44,113;81,46
4,09;14725;2945;5,225883352;52,25883352;20,45866343;128,5455735;3,546;35,455;80,65
4,092;14730;2946;5,223793417;52,23793417;20,46000145;128,5539805;3,99;39,895;80,7
4,093;14735;2947;5,221704317;52,21704317;20,46133893;128,5623841;4,475;44,752;81,95
4,094;14740;2948;5,219616053;52,19616053;20,46267587;128,5707844;4,101;41,009;80,08
4,096;14745;2949;5,217528624;52,17528624;20,46401228;128,5791813;4,675;46,751;81,21
4,097;14750;2950;5,21544203;52,1544203;20,46534816;128,5875749;4,305;43,047;83,53
4,099;14755;2951;5,213356271;52,13356271;20,4666835;128,5959651;4,606;46,057;83,78
4,1;14760;2952;5,211271345;52,11271345;20,46801831;128,6043519;3,714;37,138;82,35
4,101;14765;2953;5,209187253;52,09187253;20,46935258;128,6127354;4,603;46,028;84
4,103;14770;2954;5,207103995;52,07103995;20,47068632;128,6211155;3,945;39,445;82,62
4,104;14775;2955;5,20502157;52,0502157;20,47201953;128,6294923;3,896;38,955;83,55
4,106;14780;2956;5,202939978;52,02939978;20,47335221;128,6378658;4,324;43,241;81,4
4,107;14785;2957;5,200859218;52,00859218;20,47468435;128,6462359;4,188;41,885;82,41
4,108;14790;2958;5,19877929;51,9877929;20,47601596;128,6546026;4,004;40,042;83,3
4,11;14795;2959;5,196700195;51,96700195;20,47734703;128,662966;4,257;42,566;80,85
4,111;14800;2960;5,19462193;51,9462193;20,47867757;128,671326;3,886;38,856;80,67
4,113;14805;2961;5,192544497;51,92544497;20,48000759;128,6796828;3,831;38,314;80,18
4,114;14810;2962;5,190467894;51,90467894;20,48133706;128,6880361;3,688;36,879;82,53
4,115;14815;2963;5,188392122;51,88392122;20,48266601;128,6963861;3,694;36,944;83,26
4,117;14820;2964;5,186317181;51,86317181;20,48399443;128,7047328;4,072;40,716;82,56
4,118;14825;2965;5,184243069;51,84243069;20,48532231;128,7130762;3,595;35,951;83,96
4,119;14830;2966;5,182169786;51,82169786;20,48664967;128,7214162;3,748;37,483;80,43
4,121;14835;2967;5,180097333;51,80097333;20,48797649;128,7297529;3,661;36,614;81,17
4,122;14840;2968;5,178025708;51,78025708;20,48930278;128,7380862;3,839;38,387;83,24
4,124;14845;2969;5,175954912;51,75954912;20,49062855;128,7464162;3,889;38,895;83,73
4,125;14850;2970;5,173884944;51,73884944;20,49195378;128,7547429;4,638;46,381;83,41
4,126;14855;2971;5,171815804;51,71815804;20,49327848;128,7630662;4,017;40,17;82,82
4,128;14860;2972;5,169747491;51,69747491;20,49460265;128,7713863;3,521;35,214;81,61
4,129;14865;2973;5,167680006;51,67680006;20,49592629;128,7797029;4,124;41,238;80,94
4,131;14870;2974;5,165613347;51,65613347;20,49724941;128,7880163;3,822;38,216;80,19
4,132;14875;2975;5,163547515;51,63547515;20,49857199;128,7963264;3,995;39,949;80,47
4,133;14880;2976;5,161482509;51,61482509;20,49989405;128,8046331;4,571;45,714;82,32
4,135;14885;2977;5,159418329;51,59418329;20,50121557;128,8129365;4,209;42,092;82,24
4,136;14890;2978;5,157354974;51,57354974;20,50253657;128,8212365;4,337;43,368;80,13
4,138;14895;2979;5,155292445;51,55292445;20,50385704;128,8295333;4,191;41,91;80,73
4,139;14900;2980;5,15323074;51,5323074;20,50517698;128,8378267;4,386;43,859;82,83
4,14;14905;2981;5,15116986;51,5116986;20,5064964;128,8461169;4,639;46,393;82,43
4,142;14910;2982;5,149109804;51,49109804;20,50781528;128,8544037;4,13;41,295;80,69
4,143;14915;2983;5,147050572;51,47050572;20,50913364;128,8626871;4,545;45,452;81,92
4,144;14920;2984;5,144992164;51,44992164;20,51045147;128,8709673;3,664;36,644;80,96
4,146;14925;2985;5,142934578;51,42934578;20,51176878;128,8792442;4,255;42,552;82,26
4,147;14930;2986;5,140877816;51,40877816;20,51308555;128,8875177;4,525;45,253;81,13
4,149;14935;2987;5,138821876;51,38821876;20,5144018;128,895788;4,066;40,664;80,29
4,15;14940;2988;5,136766758;51,36766758;20,51571753;128,9040549;4,4;43,998;82,46
4,151;14945;2989;5,134712462;51,34712462;20,51703273;128,9123186;4,685;46,849;81,31
4,153;14950;2990;5,132658988;51,32658988;20,5183474;128,9205789;4,056;40,557;80,03
4,154;14955;2991;5,130606335;51,30606335;20,51966155;128,9288359;4,27;42,697;80,29
4,156;14960;2992;5,128554503;51,28554503;20,52097517;128,9370897;3,965;39,652;82,21
4,157;14965;2993;5,126503491;51,26503491;20,52228826;128,9453401;3,658;36,583;80,18
4,158;14970;2994;5,1244533;51,244533;20,52360083;128,9535872;3,615;36,152;83,31
4,16;14975;2995;5,122403929;51,22403929;20,52491288;128,961831;4,604;46,037;82,59
4,161;14980;2996;5,120355377;51,20355377;20,5262244;128,9700716;3,57;35,704;81,94
4,163;14985;2997;5,118307644;51,18307644;20,5275354;128,9783088;4,429;44,288;82,69
4,164;14990;2998;5,116260731;51,16260731;20,52884587;128,9865427;3,931;39,313;83,92
4,165;14995;2999;5,114214636;51,14214636;20,53015582;128,9947734;4,268;42,675;83,9
4,167;15000;3000;5,112169359;51,12169359;20,53146524;129,0030007;4,282;42,818;81,91
4,168;15005;3001;5,1101249;51,101249;20,53277414;129,0112248;3,94;39,398;80,63
4,169;15010;3002;5,108081259;51,08081259;20,53408252;129,0194456;4,571;45,709;82,49
4,171;15015;3003;5,106038435;51,06038435;20,53539037;129,0276631;4,561;45,611;80,65
4,172;15020;3004;5,103996428;51,03996428;20,5366977;129,0358773;4,295;42,952;82,07
4,174;15025;3005;5,101955238;51,01955238;20,53800451;129,0440882;4,407;44,073;81,59
4,175;15030;3006;5,099914864;50,99914864;20,53931079;129,0522958;4,223;42,231;81,21
4,176;15035;3007;5,097875306;50,97875306;20,54061656;129,0605002;3,576;35,756;81,74
4,178;15040;3008;5,095836563;50,95836563;20,5419218;129,0687012;4,41;44,097;81,57
4,179;15045;3009;5,093798636;50,93798636;20,54322652;129,076899;4,237;42,368;82,75
4,181;15050;3010;5,091761524;50,91761524;20,54453071;129,0850935;4,675;46,746;81,82
4,182;15055;3011;5,089725227;50,89725227;20,54583439;129,0932848;3,782;37,821;80,96
4,183;15060;3012;5,087689744;50,87689744;20,54713754;129,1014727;3,942;39,42;83,96
4,185;15065;3013;5,085655075;50,85655075;20,54844018;129,1096574;4,162;41,623;80,89
4,186;15070;3014;5,08362122;50,8362122;20,54974229;129,1178388;3,8;38;81,93
4,188;15075;3015;5,081588178;50,81588178;20,55104388;129,1260169;3,987;39,875;83,73
4,189;15080;3016;5,079555949;50,79555949;20,55234495;129,1341918;3,734;37,342;80,77
4,19;15085;3017;5,077524533;50,77524533;20,5536455;129,1423634;4,372;43,724;82,44
4,192;15090;3018;5,075493929;50,75493929;20,55494553;129,1505317;4,037;40,372;83,02
4,193;15095;3019;5,073464138;50,73464138;20,55624504;129,1586968;4,339;43,394;83,68
4,194;15100;3020;5,071435158;50,71435158;20,55754403;129,1668586;4,341;43,414;83,25
4,196;15105;3021;5,06940699;50,6940699;20,5588425;129,1750171;3,563;35,632;82,61
4,197;15110;3022;5,067379632;50,67379632;20,56014045;129,1831724;4,415;44,153;83,06
4,199;15115;3023;5,065353086;50,65353086;20,56143789;129,1913244;3,763;37,627;83,07
4,2;15120;3024;5,06332735;50,6332735;20,5627348;129,1994732;3,933;39,329;80,63
4,201;15125;3025;5,061302424;50,61302424;20,56403119;129,2076187;4,692;46,919;81,92
